Day_Of_Week,Click_Hour,Click_Minute,Current_Cumulative_Sum,Target_Final_Daily_Sum
4,18,30,229782.1,295482.42
4,18,45,237355.01,295482.42
4,19,0,244482.45,295482.42
4,19,15,247226.33,295482.42
4,19,30,250358.12,295482.42
4,19,45,253367.07,295482.42
4,20,0,256416.96,295482.42
4,20,15,259136.93,295482.42
4,20,30,261890.76,295482.42
4,20,45,264941.84,295482.42
4,21,0,268156.1,295482.42
4,21,15,271223.32,295482.42
4,21,30,274361.48,295482.42
4,21,45,277264.44,295482.42
4,22,0,280340.39,295482.42
4,22,15,283377.34,295482.42
4,22,30,286347.13,295482.42
4,22,45,289512.11,295482.42
4,23,0,292548.75,295482.42
4,23,15,293341.92,295482.42
4,23,30,294089.29,295482.42
4,23,45,294762.31,295482.42
5,0,0,33.35,210760.9
5,0,15,552.62,210760.9
5,0,30,1100.69,210760.9
5,0,45,1673.61,210760.9
5,1,0,2262.32,210760.9
5,1,15,2869.83,210760.9
5,1,30,3388.85,210760.9
5,1,45,3930.48,210760.9
5,2,0,4411.42,210760.9
5,2,15,4997.68,210760.9
5,2,30,5502.57,210760.9
5,2,45,5951.77,210760.9
5,3,0,6458.66,210760.9
5,3,15,7001.23,210760.9
5,3,30,7465.22,210760.9
5,3,45,7943.34,210760.9
5,4,0,8397.75,210760.9
5,4,15,8907.11,210760.9
5,4,30,9408.26,210760.9
5,4,45,9963.47,210760.9
5,5,0,10521.76,210760.9
5,5,15,11075.99,210760.9
5,5,30,11545.45,210760.9
5,5,45,11999.11,210760.9
5,6,0,12672.31,210760.9
5,6,15,14899.71,210760.9
5,6,30,16965.9,210760.9
5,6,45,19156.94,210760.9
5,7,0,21140.41,210760.9
5,7,15,23419.72,210760.9
5,7,30,25525.76,210760.9
5,7,45,27693.53,210760.9
5,8,0,30012.67,210760.9
5,8,15,35389.32,210760.9
5,8,30,40712.71,210760.9
5,8,45,45897.47,210760.9
5,9,0,51049.63,210760.9
5,9,15,56095.75,210760.9
5,9,30,61491.71,210760.9
5,9,45,66543.29,210760.9
5,10,0,72066.48,210760.9
5,10,15,74185.92,210760.9
5,10,30,76342.29,210760.9
5,10,45,78193.97,210760.9
5,11,0,80428.36,210760.9
5,11,15,82689.19,210760.9
5,11,30,85074.46,210760.9
5,11,45,87442.05,210760.9
5,12,0,89514.25,210760.9
5,12,15,91664.84,210760.9
5,12,30,93781.71,210760.9
5,12,45,95778.6,210760.9
5,13,0,98078.29,210760.9
5,13,15,100054.18,210760.9
5,13,30,101884.08,210760.9
5,13,45,104058.44,210760.9
5,14,0,106205.17,210760.9
5,14,15,108341.05,210760.9
5,14,30,110314.41,210760.9
5,14,45,112681.74,210760.9
5,15,0,114730.21,210760.9
5,15,15,116733.41,210760.9
5,15,30,118823.68,210760.9
5,15,45,121208.96,210760.9
5,16,0,123328.7,210760.9
5,16,15,125416.21,210760.9
5,16,30,127500.33,210760.9
5,16,45,129708.15,210760.9
5,17,0,131707.5,210760.9
5,17,15,136814.92,210760.9
5,17,30,142349.42,210760.9
5,17,45,148226.02,210760.9
5,18,0,153937.73,210760.9
5,18,15,159484.43,210760.9
5,18,30,164649.36,210760.9
5,18,45,170389.33,210760.9
5,19,0,175331.42,210760.9
5,19,15,177481.19,210760.9
5,19,30,179688.86,210760.9
5,19,45,181722.53,210760.9
5,20,0,183675.4,210760.9
5,20,15,185841.37,210760.9
5,20,30,187840.83,210760.9
5,20,45,189767.7,210760.9
5,21,0,191927.38,210760.9
5,21,15,193909.94,210760.9
5,21,30,195960.55,210760.9
5,21,45,198185.25,210760.9
5,22,0,200334.85,210760.9
5,22,15,202422.29,210760.9
5,22,30,204491.4,210760.9
5,22,45,206554.19,210760.9
5,23,0,208576.43,210760.9
5,23,15,209011.99,210760.9
5,23,30,209619.94,210760.9
5,23,45,210182.73,210760.9
6,0,0,66.56,208949.5
6,0,15,546.43,208949.5
6,0,30,1051.17,208949.5
6,0,45,1555.84,208949.5
6,1,0,2028.64,208949.5
6,1,15,2473.97,208949.5
6,1,30,2993.06,208949.5
6,1,45,3510.21,208949.5
6,2,0,3980.17,208949.5
6,2,15,4602.59,208949.5
6,2,30,5156.76,208949.5
6,2,45,5677.0,208949.5
6,3,0,6166.35,208949.5
6,3,15,6613.0,208949.5
6,3,30,7081.45,208949.5
6,3,45,7640.19,208949.5
6,4,0,8113.86,208949.5
6,4,15,8578.07,208949.5
6,4,30,9075.82,208949.5
6,4,45,9749.55,208949.5
6,5,0,10221.24,208949.5
6,5,15,10710.42,208949.5
6,5,30,11163.23,208949.5
6,5,45,11620.07,208949.5
6,6,0,12221.64,208949.5
6,6,15,14272.0,208949.5
6,6,30,16453.39,208949.5
6,6,45,18630.33,208949.5
6,7,0,20527.78,208949.5
6,7,15,22671.32,208949.5
6,7,30,24898.59,208949.5
6,7,45,26960.87,208949.5
6,8,0,29543.1,208949.5
6,8,15,34443.68,208949.5
6,8,30,39886.54,208949.5
6,8,45,45338.5,208949.5
6,9,0,50105.37,208949.5
6,9,15,54981.95,208949.5
6,9,30,60455.01,208949.5
6,9,45,65920.77,208949.5
6,10,0,70791.01,208949.5
6,10,15,72837.0,208949.5
6,10,30,74922.75,208949.5
6,10,45,76876.29,208949.5
6,11,0,79161.07,208949.5
6,11,15,81182.4,208949.5
6,11,30,83066.95,208949.5
6,11,45,85234.44,208949.5
6,12,0,87445.91,208949.5
6,12,15,89414.42,208949.5
6,12,30,91562.84,208949.5
6,12,45,93679.27,208949.5
6,13,0,95835.3,208949.5
6,13,15,97830.76,208949.5
6,13,30,99904.68,208949.5
6,13,45,101948.68,208949.5
6,14,0,103987.79,208949.5
6,14,15,106111.8,208949.5
6,14,30,108199.65,208949.5
6,14,45,110299.59,208949.5
6,15,0,112710.55,208949.5
6,15,15,114591.43,208949.5
6,15,30,116799.48,208949.5
6,15,45,119105.62,208949.5
6,16,0,121108.85,208949.5
6,16,15,122992.21,208949.5
6,16,30,125040.36,208949.5
6,16,45,127274.99,208949.5
6,17,0,129350.31,208949.5
6,17,15,134534.52,208949.5
6,17,30,139826.6,208949.5
6,17,45,145464.42,208949.5
6,18,0,150745.18,208949.5
6,18,15,155829.74,208949.5
6,18,30,161310.38,208949.5
6,18,45,166702.16,208949.5
6,19,0,172020.9,208949.5
6,19,15,174119.93,208949.5
6,19,30,176217.13,208949.5
6,19,45,178301.92,208949.5
6,20,0,180515.83,208949.5
6,20,15,183015.81,208949.5
6,20,30,185206.7,208949.5
6,20,45,187345.49,208949.5
6,21,0,189577.13,208949.5
6,21,15,191859.95,208949.5
6,21,30,193977.51,208949.5
6,21,45,196038.3,208949.5
6,22,0,198419.5,208949.5
6,22,15,200488.33,208949.5
6,22,30,202575.83,208949.5
6,22,45,204701.09,208949.5
6,23,0,206754.26,208949.5
6,23,15,207326.92,208949.5
6,23,30,207858.47,208949.5
6,23,45,208478.45,208949.5
0,0,0,49.92,294258.63
0,0,15,856.81,294258.63
0,0,30,1567.34,294258.63
0,0,45,2304.45,294258.63
0,1,0,3021.28,294258.63
0,1,15,3762.83,294258.63
0,1,30,4550.02,294258.63
0,1,45,5210.33,294258.63
0,2,0,5958.54,294258.63
0,2,15,6716.55,294258.63
0,2,30,7629.68,294258.63
0,2,45,8283.75,294258.63
0,3,0,9013.67,294258.63
0,3,15,9768.69,294258.63
0,3,30,10418.7,294258.63
0,3,45,11129.49,294258.63
0,4,0,11865.09,294258.63
0,4,15,12623.24,294258.63
0,4,30,13486.52,294258.63
0,4,45,14299.26,294258.63
0,5,0,15093.53,294258.63
0,5,15,15796.06,294258.63
0,5,30,16456.42,294258.63
0,5,45,17110.8,294258.63
0,6,0,18108.44,294258.63
0,6,15,20746.05,294258.63
0,6,30,23460.42,294258.63
0,6,45,26642.27,294258.63
0,7,0,29684.67,294258.63
0,7,15,32531.83,294258.63
0,7,30,35308.35,294258.63
0,7,45,38102.33,294258.63
0,8,0,41457.36,294258.63
0,8,15,48564.68,294258.63
0,8,30,55799.24,294258.63
0,8,45,62910.95,294258.63
0,9,0,70367.75,294258.63
0,9,15,77952.52,294258.63
0,9,30,85583.17,294258.63
0,9,45,92588.38,294258.63
0,10,0,99765.03,294258.63
0,10,15,103082.82,294258.63
0,10,30,106136.46,294258.63
0,10,45,109152.03,294258.63
0,11,0,111986.88,294258.63
0,11,15,114931.59,294258.63
0,11,30,118034.43,294258.63
0,11,45,120957.48,294258.63
0,12,0,123587.13,294258.63
0,12,15,126534.88,294258.63
0,12,30,129412.54,294258.63
0,12,45,132280.13,294258.63
0,13,0,135535.51,294258.63
0,13,15,138462.67,294258.63
0,13,30,141303.86,294258.63
0,13,45,144097.79,294258.63
0,14,0,147210.39,294258.63
0,14,15,150436.79,294258.63
0,14,30,153737.14,294258.63
0,14,45,156656.36,294258.63
0,15,0,159672.84,294258.63
0,15,15,162813.7,294258.63
0,15,30,166298.24,294258.63
0,15,45,169084.38,294258.63
0,16,0,171932.7,294258.63
0,16,15,175034.18,294258.63
0,16,30,177708.99,294258.63
0,16,45,180942.93,294258.63
0,17,0,184137.18,294258.63
0,17,15,191600.52,294258.63
0,17,30,199877.63,294258.63
0,17,45,207034.27,294258.63
0,18,0,215326.92,294258.63
0,18,15,222728.22,294258.63
0,18,30,229839.7,294258.63
0,18,45,236925.61,294258.63
0,19,0,244085.39,294258.63
0,19,15,246889.03,294258.63
0,19,30,249764.23,294258.63
0,19,45,253149.87,294258.63
0,20,0,256043.31,294258.63
0,20,15,259032.78,294258.63
0,20,30,261803.2,294258.63
0,20,45,264380.35,294258.63
0,21,0,267163.46,294258.63
0,21,15,270606.96,294258.63
0,21,30,273573.54,294258.63
0,21,45,276601.96,294258.63
0,22,0,279700.56,294258.63
0,22,15,282834.42,294258.63
0,22,30,285698.16,294258.63
0,22,45,288772.96,294258.63
0,23,0,291503.36,294258.63
0,23,15,292201.36,294258.63
0,23,30,292836.12,294258.63
0,23,45,293569.71,294258.63
1,0,0,60.22,301351.12
1,0,15,747.91,301351.12
1,0,30,1510.24,301351.12
1,0,45,2248.26,301351.12
1,1,0,2893.74,301351.12
1,1,15,3613.79,301351.12
1,1,30,4480.19,301351.12
1,1,45,5290.46,301351.12
1,2,0,6079.67,301351.12
1,2,15,6817.49,301351.12
1,2,30,7568.19,301351.12
1,2,45,8357.27,301351.12
1,3,0,9160.76,301351.12
1,3,15,9945.94,301351.12
1,3,30,10698.53,301351.12
1,3,45,11526.21,301351.12
1,4,0,12203.42,301351.12
1,4,15,12920.71,301351.12
1,4,30,13603.79,301351.12
1,4,45,14339.77,301351.12
1,5,0,15107.32,301351.12
1,5,15,15871.42,301351.12
1,5,30,16556.97,301351.12
1,5,45,17291.09,301351.12
1,6,0,18114.65,301351.12
1,6,15,21130.94,301351.12
1,6,30,24457.56,301351.12
1,6,45,27450.59,301351.12
1,7,0,30357.82,301351.12
1,7,15,33157.7,301351.12
1,7,30,36505.39,301351.12
1,7,45,39552.69,301351.12
1,8,0,42948.29,301351.12
1,8,15,50135.2,301351.12
1,8,30,57296.49,301351.12
1,8,45,65381.07,301351.12
1,9,0,73332.05,301351.12
1,9,15,81337.3,301351.12
1,9,30,88717.47,301351.12
1,9,45,95992.52,301351.12
1,10,0,103456.39,301351.12
1,10,15,106245.64,301351.12
1,10,30,109340.31,301351.12
1,10,45,112608.68,301351.12
1,11,0,115559.08,301351.12
1,11,15,118669.88,301351.12
1,11,30,121745.91,301351.12
1,11,45,124902.91,301351.12
1,12,0,127800.31,301351.12
1,12,15,130786.92,301351.12
1,12,30,133757.84,301351.12
1,12,45,136574.96,301351.12
1,13,0,139702.32,301351.12
1,13,15,142454.36,301351.12
1,13,30,145482.65,301351.12
1,13,45,148831.18,301351.12
1,14,0,152149.68,301351.12
1,14,15,155088.66,301351.12
1,14,30,158308.31,301351.12
1,14,45,161218.95,301351.12
1,15,0,164120.01,301351.12
1,15,15,166803.2,301351.12
1,15,30,169855.54,301351.12
1,15,45,172858.37,301351.12
1,16,0,176029.48,301351.12
1,16,15,179026.14,301351.12
1,16,30,182126.32,301351.12
1,16,45,184963.2,301351.12
1,17,0,188360.47,301351.12
1,17,15,196247.37,301351.12
1,17,30,203465.56,301351.12
1,17,45,211092.46,301351.12
1,18,0,218811.32,301351.12
1,18,15,226191.16,301351.12
1,18,30,234020.19,301351.12
1,18,45,242231.19,301351.12
1,19,0,249855.99,301351.12
1,19,15,253061.53,301351.12
1,19,30,256250.29,301351.12
1,19,45,259154.86,301351.12
1,20,0,262100.78,301351.12
1,20,15,265354.16,301351.12
1,20,30,268057.65,301351.12
1,20,45,271302.34,301351.12
1,21,0,274383.46,301351.12
1,21,15,277417.89,301351.12
1,21,30,280327.63,301351.12
1,21,45,283493.79,301351.12
1,22,0,286584.42,301351.12
1,22,15,289593.18,301351.12
1,22,30,292397.78,301351.12
1,22,45,295651.28,301351.12
1,23,0,298374.28,301351.12
1,23,15,299196.89,301351.12
1,23,30,300011.15,301351.12
1,23,45,300717.99,301351.12
2,0,0,43.92,297557.43
2,0,15,796.38,297557.43
2,0,30,1556.07,297557.43
2,0,45,2278.68,297557.43
2,1,0,3154.71,297557.43
2,1,15,3797.09,297557.43
2,1,30,4625.63,297557.43
2,1,45,5225.45,297557.43
2,2,0,5968.45,297557.43
2,2,15,6777.42,297557.43
2,2,30,7513.52,297557.43
2,2,45,8305.36,297557.43
2,3,0,9128.16,297557.43
2,3,15,9877.99,297557.43
2,3,30,10721.24,297557.43
2,3,45,11326.81,297557.43
2,4,0,12061.58,297557.43
2,4,15,12872.52,297557.43
2,4,30,13634.07,297557.43
2,4,45,14298.22,297557.43
2,5,0,15054.09,297557.43
2,5,15,15906.55,297557.43
2,5,30,16743.51,297557.43
2,5,45,17545.88,297557.43
2,6,0,18315.03,297557.43
2,6,15,21357.83,297557.43
2,6,30,24218.55,297557.43
2,6,45,27433.88,297557.43
2,7,0,30212.61,297557.43
2,7,15,32945.51,297557.43
2,7,30,36178.7,297557.43
2,7,45,39257.65,297557.43
2,8,0,42594.36,297557.43
2,8,15,50097.42,297557.43
2,8,30,57541.83,297557.43
2,8,45,65448.32,297557.43
2,9,0,72846.93,297557.43
2,9,15,80063.22,297557.43
2,9,30,87395.17,297557.43
2,9,45,95072.85,297557.43
2,10,0,102003.59,297557.43
2,10,15,105068.45,297557.43
2,10,30,108040.29,297557.43
2,10,45,111066.55,297557.43
2,11,0,114325.9,297557.43
2,11,15,117505.02,297557.43
2,11,30,120504.82,297557.43
2,11,45,123579.13,297557.43
2,12,0,126461.85,297557.43
2,12,15,129320.9,297557.43
2,12,30,132511.95,297557.43
2,12,45,135754.02,297557.43
2,13,0,139115.84,297557.43
2,13,15,142038.77,297557.43
2,13,30,145040.77,297557.43
2,13,45,148035.52,297557.43
2,14,0,150862.04,297557.43
2,14,15,153763.3,297557.43
2,14,30,156794.16,297557.43
2,14,45,160011.43,297557.43
2,15,0,163072.9,297557.43
2,15,15,166102.86,297557.43
2,15,30,169093.95,297557.43
2,15,45,172075.24,297557.43
2,16,0,175049.57,297557.43
2,16,15,178132.15,297557.43
2,16,30,180902.53,297557.43
2,16,45,184117.1,297557.43
2,17,0,187607.71,297557.43
2,17,15,195204.66,297557.43
2,17,30,202551.32,297557.43
2,17,45,210330.74,297557.43
2,18,0,217778.55,297557.43
2,18,15,225124.17,297557.43
2,18,30,232357.22,297557.43
2,18,45,239623.56,297557.43
2,19,0,246327.08,297557.43
2,19,15,249348.28,297557.43
2,19,30,252291.32,297557.43
2,19,45,255361.28,297557.43
2,20,0,258293.57,297557.43
2,20,15,261382.39,297557.43
2,20,30,264480.15,297557.43
2,20,45,267403.75,297557.43
2,21,0,270431.86,297557.43
2,21,15,273167.52,297557.43
2,21,30,275989.23,297557.43
2,21,45,279483.28,297557.43
2,22,0,282496.24,297557.43
2,22,15,285631.29,297557.43
2,22,30,289015.22,297557.43
2,22,45,291947.92,297557.43
2,23,0,294842.26,297557.43
2,23,15,295568.05,297557.43
2,23,30,296242.2,297557.43
2,23,45,296917.47,297557.43
3,0,0,67.59,296560.28
3,0,15,800.48,296560.28
3,0,30,1621.27,296560.28
3,0,45,2273.27,296560.28
3,1,0,3106.66,296560.28
3,1,15,3850.16,296560.28
3,1,30,4560.84,296560.28
3,1,45,5319.44,296560.28
3,2,0,5966.52,296560.28
3,2,15,6660.48,296560.28
3,2,30,7346.98,296560.28
3,2,45,8190.84,296560.28
3,3,0,8988.03,296560.28
3,3,15,9901.14,296560.28
3,3,30,10592.5,296560.28
3,3,45,11397.16,296560.28
3,4,0,12135.14,296560.28
3,4,15,12912.52,296560.28
3,4,30,13836.84,296560.28
3,4,45,14441.95,296560.28
3,5,0,15171.44,296560.28
3,5,15,15948.35,296560.28
3,5,30,16642.57,296560.28
3,5,45,17485.4,296560.28
3,6,0,18240.43,296560.28
3,6,15,21302.51,296560.28
3,6,30,24442.25,296560.28
3,6,45,27371.74,296560.28
3,7,0,30316.97,296560.28
3,7,15,33304.2,296560.28
3,7,30,36218.84,296560.28
3,7,45,39296.12,296560.28
3,8,0,42565.23,296560.28
3,8,15,50201.52,296560.28
3,8,30,57350.81,296560.28
3,8,45,65064.11,296560.28
3,9,0,72321.33,296560.28
3,9,15,79614.74,296560.28
3,9,30,87746.13,296560.28
3,9,45,95279.27,296560.28
3,10,0,102710.53,296560.28
3,10,15,105842.68,296560.28
3,10,30,109154.9,296560.28
3,10,45,112199.79,296560.28
3,11,0,115481.27,296560.28
3,11,15,118311.84,296560.28
3,11,30,120955.16,296560.28
3,11,45,124036.3,296560.28
3,12,0,127249.08,296560.28
3,12,15,130008.0,296560.28
3,12,30,132681.74,296560.28
3,12,45,135625.77,296560.28
3,13,0,138489.25,296560.28
3,13,15,141490.52,296560.28
3,13,30,144673.6,296560.28
3,13,45,147632.69,296560.28
3,14,0,150296.62,296560.28
3,14,15,152921.05,296560.28
3,14,30,155901.37,296560.28
3,14,45,158778.66,296560.28
3,15,0,161842.65,296560.28
3,15,15,164839.94,296560.28
3,15,30,167819.12,296560.28
3,15,45,170602.78,296560.28
3,16,0,173690.0,296560.28
3,16,15,176633.87,296560.28
3,16,30,179609.66,296560.28
3,16,45,182642.0,296560.28
3,17,0,186142.51,296560.28
3,17,15,193369.41,296560.28
3,17,30,201336.79,296560.28
3,17,45,208016.36,296560.28
3,18,0,215852.74,296560.28
3,18,15,223511.52,296560.28
3,18,30,231063.66,296560.28
3,18,45,238725.57,296560.28
3,19,0,245912.54,296560.28
3,19,15,248850.67,296560.28
3,19,30,252025.16,296560.28
3,19,45,254835.37,296560.28
3,20,0,257453.7,296560.28
3,20,15,260537.88,296560.28
3,20,30,263683.58,296560.28
3,20,45,266795.95,296560.28
3,21,0,269711.75,296560.28
3,21,15,272396.45,296560.28
3,21,30,275220.97,296560.28
3,21,45,278677.62,296560.28
3,22,0,281621.43,296560.28
3,22,15,284802.78,296560.28
3,22,30,287851.04,296560.28
3,22,45,290838.84,296560.28
3,23,0,293706.66,296560.28
3,23,15,294497.63,296560.28
3,23,30,295249.0,296560.28
3,23,45,296005.89,296560.28
4,0,0,7.44,294058.5
4,0,15,744.08,294058.5
4,0,30,1442.24,294058.5
4,0,45,2113.31,294058.5
4,1,0,2962.16,294058.5
4,1,15,3732.86,294058.5
4,1,30,4552.82,294058.5
4,1,45,5330.31,294058.5
4,2,0,6110.98,294058.5
4,2,15,6720.35,294058.5
4,2,30,7439.75,294058.5
4,2,45,8276.16,294058.5
4,3,0,8937.81,294058.5
4,3,15,9569.43,294058.5
4,3,30,10360.04,294058.5
4,3,45,11193.25,294058.5
4,4,0,11787.82,294058.5
4,4,15,12518.17,294058.5
4,4,30,13252.44,294058.5
4,4,45,13904.98,294058.5
4,5,0,14595.25,294058.5
4,5,15,15396.51,294058.5
4,5,30,16194.0,294058.5
4,5,45,16944.35,294058.5
4,6,0,17753.68,294058.5
4,6,15,20551.03,294058.5
4,6,30,23770.17,294058.5
4,6,45,26765.4,294058.5
4,7,0,29726.2,294058.5
4,7,15,32573.22,294058.5
4,7,30,35371.54,294058.5
4,7,45,38463.3,294058.5
4,8,0,41681.51,294058.5
4,8,15,49232.69,294058.5
4,8,30,56399.42,294058.5
4,8,45,63779.44,294058.5
4,9,0,70577.94,294058.5
4,9,15,78471.26,294058.5
4,9,30,85738.77,294058.5
4,9,45,93272.72,294058.5
4,10,0,100428.83,294058.5
4,10,15,103319.21,294058.5
4,10,30,106747.74,294058.5
4,10,45,109610.16,294058.5
4,11,0,112597.64,294058.5
4,11,15,115542.49,294058.5
4,11,30,118499.74,294058.5
4,11,45,121432.17,294058.5
4,12,0,124548.56,294058.5
4,12,15,127531.52,294058.5
4,12,30,130532.86,294058.5
4,12,45,133099.55,294058.5
4,13,0,135652.68,294058.5
4,13,15,138708.97,294058.5
4,13,30,141513.25,294058.5
4,13,45,144473.68,294058.5
4,14,0,147718.32,294058.5
4,14,15,150712.19,294058.5
4,14,30,153814.65,294058.5
4,14,45,156728.18,294058.5
4,15,0,159919.81,294058.5
4,15,15,162865.22,294058.5
4,15,30,165479.86,294058.5
4,15,45,168550.64,294058.5
4,16,0,171766.27,294058.5
4,16,15,174465.31,294058.5
4,16,30,177630.88,294058.5
4,16,45,180488.05,294058.5
4,17,0,183692.85,294058.5
4,17,15,190880.73,294058.5
4,17,30,199090.8,294058.5
4,17,45,206192.85,294058.5
4,18,0,213386.96,294058.5
4,18,15,220817.77,294058.5
4,18,30,228534.24,294058.5
4,18,45,236373.97,294058.5
4,19,0,243313.53,294058.5
4,19,15,246445.81,294058.5
4,19,30,249283.39,294058.5
4,19,45,252356.96,294058.5
4,20,0,255556.79,294058.5
4,20,15,258788.82,294058.5
4,20,30,261737.41,294058.5
4,20,45,264824.68,294058.5
4,21,0,267768.04,294058.5
4,21,15,270753.51,294058.5
4,21,30,274044.88,294058.5
4,21,45,277116.78,294058.5
4,22,0,279929.42,294058.5
4,22,15,282614.22,294058.5
4,22,30,285502.79,294058.5
4,22,45,288504.89,294058.5
4,23,0,291193.11,294058.5
4,23,15,292119.44,294058.5
4,23,30,292776.39,294058.5
4,23,45,293436.69,294058.5
5,0,0,17.87,209586.12
5,0,15,460.89,209586.12
5,0,30,1019.53,209586.12
5,0,45,1572.04,209586.12
5,1,0,2054.99,209586.12
5,1,15,2683.78,209586.12
5,1,30,3159.62,209586.12
5,1,45,3693.52,209586.12
5,2,0,4273.22,209586.12
5,2,15,4788.96,209586.12
5,2,30,5304.71,209586.12
5,2,45,5817.46,209586.12
5,3,0,6326.36,209586.12
5,3,15,6849.97,209586.12
5,3,30,7380.41,209586.12
5,3,45,7917.53,209586.12
5,4,0,8573.48,209586.12
5,4,15,9075.14,209586.12
5,4,30,9665.95,209586.12
5,4,45,10308.52,209586.12
5,5,0,10855.65,209586.12
5,5,15,11417.7,209586.12
5,5,30,11882.95,209586.12
5,5,45,12392.33,209586.12
5,6,0,13104.06,209586.12
5,6,15,15219.21,209586.12
5,6,30,17320.7,209586.12
5,6,45,19352.43,209586.12
5,7,0,21494.3,209586.12
5,7,15,23700.77,209586.12
5,7,30,25786.16,209586.12
5,7,45,27783.08,209586.12
5,8,0,30264.72,209586.12
5,8,15,35822.5,209586.12
5,8,30,41178.72,209586.12
5,8,45,46358.91,209586.12
5,9,0,51487.05,209586.12
5,9,15,56844.43,209586.12
5,9,30,61926.85,209586.12
5,9,45,67765.39,209586.12
5,10,0,72614.05,209586.12
5,10,15,74816.16,209586.12
5,10,30,76879.87,209586.12
5,10,45,78848.47,209586.12
5,11,0,80692.56,209586.12
5,11,15,82879.25,209586.12
5,11,30,85062.17,209586.12
5,11,45,87136.67,209586.12
5,12,0,89246.12,209586.12
5,12,15,91552.5,209586.12
5,12,30,93574.5,209586.12
5,12,45,95828.58,209586.12
5,13,0,97821.19,209586.12
5,13,15,100332.51,209586.12
5,13,30,102435.36,209586.12
5,13,45,104366.28,209586.12
5,14,0,106440.0,209586.12
5,14,15,108558.56,209586.12
5,14,30,110635.25,209586.12
5,14,45,112659.9,209586.12
5,15,0,114779.88,209586.12
5,15,15,117247.02,209586.12
5,15,30,119337.1,209586.12
5,15,45,121560.85,209586.12
5,16,0,123797.18,209586.12
5,16,15,125971.52,209586.12
5,16,30,128027.48,209586.12
5,16,45,130002.88,209586.12
5,17,0,132456.31,209586.12
5,17,15,137506.24,209586.12
5,17,30,142377.63,209586.12
5,17,45,147764.32,209586.12
5,18,0,153122.65,209586.12
5,18,15,158619.65,209586.12
5,18,30,163652.41,209586.12
5,18,45,169191.36,209586.12
5,19,0,174071.5,209586.12
5,19,15,176202.85,209586.12
5,19,30,178128.09,209586.12
5,19,45,180178.47,209586.12
5,20,0,182082.58,209586.12
5,20,15,184218.39,209586.12
5,20,30,186600.25,209586.12
5,20,45,188831.86,209586.12
5,21,0,191164.83,209586.12
5,21,15,193224.52,209586.12
5,21,30,195109.37,209586.12
5,21,45,197212.78,209586.12
5,22,0,199409.82,209586.12
5,22,15,201380.6,209586.12
5,22,30,203490.17,209586.12
5,22,45,205574.11,209586.12
5,23,0,207492.05,209586.12
5,23,15,207954.24,209586.12
5,23,30,208513.56,209586.12
5,23,45,209063.18,209586.12
6,0,0,38.09,207639.1
6,0,15,613.8,207639.1
6,0,30,1030.16,207639.1
6,0,45,1526.58,207639.1
6,1,0,2017.76,207639.1
6,1,15,2556.08,207639.1
6,1,30,3114.45,207639.1
6,1,45,3688.0,207639.1
6,2,0,4270.94,207639.1
6,2,15,4840.9,207639.1
6,2,30,5390.18,207639.1
6,2,45,5969.56,207639.1
6,3,0,6491.81,207639.1
6,3,15,7048.38,207639.1
6,3,30,7663.0,207639.1
6,3,45,8095.0,207639.1
6,4,0,8776.14,207639.1
6,4,15,9300.87,207639.1
6,4,30,9801.08,207639.1
6,4,45,10361.07,207639.1
6,5,0,10960.23,207639.1
6,5,15,11516.22,207639.1
6,5,30,12065.4,207639.1
6,5,45,12716.53,207639.1
6,6,0,13401.64,207639.1
6,6,15,15495.08,207639.1
6,6,30,17217.15,207639.1
6,6,45,19258.81,207639.1
6,7,0,21222.53,207639.1
6,7,15,23356.25,207639.1
6,7,30,25521.73,207639.1
6,7,45,27712.37,207639.1
6,8,0,30076.59,207639.1
6,8,15,35262.37,207639.1
6,8,30,40399.91,207639.1
6,8,45,46115.37,207639.1
6,9,0,51296.07,207639.1
6,9,15,56669.34,207639.1
6,9,30,62193.16,207639.1
6,9,45,67331.59,207639.1
6,10,0,71938.26,207639.1
6,10,15,74053.77,207639.1
6,10,30,76290.72,207639.1
6,10,45,78168.5,207639.1
6,11,0,80142.23,207639.1
6,11,15,82295.0,207639.1
6,11,30,84337.42,207639.1
6,11,45,86457.08,207639.1
6,12,0,88299.3,207639.1
6,12,15,90614.51,207639.1
6,12,30,92705.28,207639.1
6,12,45,94886.33,207639.1
6,13,0,96865.41,207639.1
6,13,15,99080.37,207639.1
6,13,30,101331.13,207639.1
6,13,45,103483.6,207639.1
6,14,0,105399.29,207639.1
6,14,15,107321.52,207639.1
6,14,30,109584.92,207639.1
6,14,45,111597.2,207639.1
6,15,0,113671.95,207639.1
6,15,15,115590.63,207639.1
6,15,30,117818.1,207639.1
6,15,45,119795.2,207639.1
6,16,0,121848.87,207639.1
6,16,15,123896.59,207639.1
6,16,30,126177.19,207639.1
6,16,45,128399.15,207639.1
6,17,0,130652.33,207639.1
6,17,15,135510.07,207639.1
6,17,30,140610.88,207639.1
6,17,45,145840.86,207639.1
6,18,0,151386.75,207639.1
6,18,15,156778.29,207639.1
6,18,30,162453.83,207639.1
6,18,45,167991.95,207639.1
6,19,0,172994.03,207639.1
6,19,15,175053.94,207639.1
6,19,30,177032.9,207639.1
6,19,45,179084.93,207639.1
6,20,0,180991.19,207639.1
6,20,15,182897.97,207639.1
6,20,30,184972.88,207639.1
